time;delayMs;Util;dropProb;reward
0;0.0;0.9811320900917053;0.009999999776482582;0.9885660409927368
1;0.0;0.9811320900917053;0.009999999776482582;0.9885660409927368
2;0.0;0.9811320900917053;0.009999999776482582;0.9885660409927368
3;0.0;0.9904761910438538;0.009999999776482582;0.993238091468811
4;0.0;0.993630588054657;0.019999999552965164;0.9928153157234192
5;0.0;0.9952152967453003;0.03999999910593033;0.9896076321601868
6;0.0;0.664536714553833;0.07999999821186066;0.8162683844566345
7;0.0;0.623501181602478;0.1599999964237213;0.7797505855560303
8;0.0;0.49904030561447144;0.3199999928474426;0.6855201721191406
9;0.0;0.7260034680366516;0.1599999964237213;0.8310017585754395
10;0.0;0.7050847411155701;0.3199999928474426;0.7885423898696899
11;0.0;0.5647451877593994;0.32999998331069946;0.7163726091384888
12;0.0;0.83279949426651;0.16499999165534973;0.8833997249603271
13;0.0;0.761556088924408;0.32999998331069946;0.8147780299186707
14;0.0;0.7928405404090881;0.16499999165534973;0.863420307636261
15;0.0;0.8605499863624573;0.1549999862909317;0.899275004863739
16;0.0;0.8445475697517395;0.07749999314546585;0.9067738056182861
17;0.0;0.9147064685821533;0.07749999314546585;0.9418532252311707
18;0.0;0.8542094230651855;0.1549999862909317;0.8961047530174255
19;0.0;0.8494129776954651;0.16499999165534973;0.8917064666748047
20;0.0;0.7085541486740112;0.32999998331069946;0.7882770895957947
21;0.0;0.7951551675796509;0.16499999165534973;0.86457759141922
22;0.0;0.6849356293678284;0.32999998331069946;0.7764678597450256
23;0.0;0.370022714138031;0.6599999666213989;0.5530113577842712
24;0.0;0.2856619656085968;0.6499999761581421;0.5128309726715088
25;0.0;0.6700756549835205;0.32499998807907104;0.770037829875946
26;0.0;0.6763430833816528;0.32499998807907104;0.7731715440750122
27;0.0;0.8609578013420105;0.16249999403953552;0.8979789018630981
28;0.0;0.8690026998519897;0.1524999886751175;0.9040013551712036
29;0.0;0.9410244226455688;0.07624999433755875;0.9552621841430664
30;0.0;0.9368659853935242;0.07624999433755875;0.9531829953193665
31;0.0;0.9211203455924988;0.06624999642372131;0.947310209274292
32;0.0;0.815874457359314;0.13249999284744263;0.8814372420310974
33;0.0;0.9081878066062927;0.06624999642372131;0.9408438801765442
34;0.0;0.980587899684906;0.03312499821186066;0.9836689829826355
35;0.0;0.9807727336883545;0.023124998435378075;0.9857614040374756
36;0.0;0.9807727336883545;0.023124998435378075;0.9857614040374756
37;0.0;0.981478214263916;0.011562499217689037;0.9884266257286072
38;0.0;0.9535338878631592;0.023124998435378075;0.9721419811248779
39;0.0;0.9818118810653687;0.03312499821186066;0.9842809438705444
40;0.0;0.9919757843017578;0.04312499985098839;0.9873628616333008
41;0.0;0.889629065990448;0.08624999970197678;0.9275645613670349
42;0.0;0.960484504699707;0.07625000178813934;0.9649922251701355
43;0.0;0.9368659853935242;0.03812500089406967;0.9608079791069031
44;0.0;0.9054961204528809;0.07625000178813934;0.9374980330467224
45;0.0;0.9512786865234375;0.03812500089406967;0.9680143594741821
46;0.0;0.8876909017562866;0.07625000178813934;0.9285954833030701
47;0.0;0.9350187182426453;0.03812500089406967;0.9598843455314636
48;0.0;0.9725572466850281;0.02812500111758709;0.9806536436080933
49;0.0;0.8729016780853271;0.018125001341104507;0.9328258633613586
50;0.0;0.9811320900917053;0.009062500670552254;0.9887535572052002
51;0.0;0.999849796295166;0.019062500447034836;0.9961124062538147
52;0.0;0.9920384287834167;0.009062500670552254;0.9942067265510559
53;0.0;0.999849796295166;0.004531250335276127;0.999018669128418
54;0.0;0.9920384287834167;0.009062500670552254;0.9942067265510559
55;0.0;0.9909818172454834;0.018125001341104507;0.991865873336792
56;0.0;0.9998151063919067;0.009062500670552254;0.9980950355529785
57;0.0;0.9902948141098022;0.004531250335276127;0.9942411780357361
58;0.0;0.9998151063919067;0.0;0.9999075531959534
59;0.0;0.9807727336883545;0.009999999776482582;0.9883863925933838
60;0.0;0.9906508922576904;0.004999999888241291;0.9943254590034485
61;0.0;0.9842271208763123;0.0024999999441206455;0.9916135668754578
62;0.0;0.9920384287834167;0.0012499999720603228;0.995769202709198
63;0.0;0.999849796295166;0.0006249999860301614;0.999799907207489
64;0.0;0.999849796295166;0.0006249999860301614;0.999799907207489
65;0.0;0.9998384118080139;0.0003124999930150807;0.99985671043396
66;0.0;0.9902015328407288;0.0006249999860301614;0.994975745677948
67;0.0;0.99981689453125;0.0;0.999908447265625
68;0.0;0.9998186230659485;0.0;0.9999092817306519
69;0.0;0.9998151063919067;0.0;0.9999075531959534
70;0.0;0.9998186230659485;0.009999999776482582;0.9979093074798584
71;0.0;0.9998449087142944;0.004999999888241291;0.9989224672317505
72;0.0;0.999849796295166;0.0;0.999924898147583
73;0.0;0.999849796295166;0.0;0.999924898147583
