0.0110005 56
0.0110005 0
0.215095 52
0.215095 0
0.215106 1410
0.215106 0
0.420335 1410
0.420335 0
0.420346 1410
0.420346 0
0.625531 1410
0.625531 0
0.625542 1410
0.625542 0
0.62666 1410
0.62666 0
0.626672 1410
0.626672 0
0.830727 1410
0.830727 0
0.830738 1410
0.830738 0
0.831857 1410
0.831857 0
0.831868 1410
0.831868 0
0.832986 1410
0.832986 0
0.832998 1410
0.832998 0
0.834116 1410
0.834116 0
0.834127 1410
0.834127 0
1.03592 1410
1.03592 0
1.03593 1410
1.03593 0
1.03705 1410
1.03705 0
1.03706 1410
1.03706 0
1.03818 1410
1.03818 0
1.03819 1410
1.03819 0
1.03931 1410
1.03931 0
1.03932 1410
1.03932 0
1.04044 1410
1.04044 0
1.04045 1410
1.04045 0
1.04157 1410
1.04157 0
1.04158 1410
1.04158 0
1.0427 1410
1.0427 0
1.04271 1410
1.04271 0
1.04383 1410
1.04383 0
1.04384 1410
1.04384 0
1.24112 1410
1.24112 0
1.24113 1410
1.24113 0
1.24225 1410
1.24225 0
1.24226 1410
1.24226 0
1.24338 1410
1.24338 0
1.24339 1410
1.24339 0
1.24451 1410
1.24451 0
1.24452 1410
1.24452 0
1.24564 1410
1.24564 0
1.24565 1410
1.24565 0
1.24677 1410
1.24677 0
1.24678 1410
1.24678 0
1.2479 1410
1.2479 0
1.24791 1410
1.24791 0
1.24903 1410
1.24903 0
1.24904 1410
1.24904 0
1.25016 1410
1.25016 0
1.25017 1410
1.25017 0
1.25129 1410
1.25129 0
1.2513 1410
1.2513 0
1.25242 1410
1.25242 0
1.25243 1410
1.25243 0
1.25355 1410
1.25355 0
1.25356 1410
1.25356 0
1.25467 1410
1.25467 0
1.25469 1410
1.25469 0
1.2558 1410
1.2558 0
1.25582 1410
1.25582 0
1.25693 1410
1.25693 0
1.25695 1410
1.25695 0
1.25806 1410
1.25806 0
1.25807 1410
1.25807 0
1.44632 1410
1.44632 0
1.44633 1410
1.44633 0
1.44745 1410
1.44745 0
1.44746 1410
1.44746 0
1.44857 1410
1.44857 0
1.44859 1410
1.44859 0
1.4497 1410
1.4497 0
1.44972 1410
1.44972 0
1.45083 1410
1.45083 0
1.45085 1410
1.45085 0
1.45196 1410
1.45196 0
1.45198 1410
1.45198 0
1.45309 1410
1.45309 0
1.4531 1410
1.4531 0
1.45422 1410
1.45422 0
1.45423 1410
1.45423 0
1.45535 1410
1.45535 0
1.45536 1410
1.45536 0
1.45648 1410
1.45648 0
1.45649 1410
1.45649 0
1.45761 1410
1.45761 0
1.45762 1410
1.45762 0
1.45874 1410
1.45874 0
1.45875 1410
1.45875 0
1.45987 1410
1.45987 0
1.45988 1410
1.45988 0
1.461 1410
1.461 0
1.46101 1410
1.46101 0
1.46213 1410
1.46213 0
1.46214 1410
1.46214 0
1.46326 1410
1.46326 0
1.46327 1410
1.46327 0
1.46439 1410
1.46439 0
1.4644 1410
1.4644 0
1.46552 1410
1.46552 0
1.46553 1410
1.46553 0
1.46665 1410
1.46665 0
1.46666 1410
1.46666 0
1.46778 1410
1.46778 0
1.46779 1410
1.46779 0
1.46891 1410
1.46891 0
1.46892 1410
1.46892 0
1.47004 1410
1.47004 0
1.47005 1410
1.47005 0
1.47117 1410
1.47117 0
1.47118 1410
1.47118 0
1.4723 1410
1.4723 0
1.47231 1410
1.47231 0
1.47343 1410
1.47343 0
1.47344 1410
1.47344 0
1.47456 1410
1.47456 0
1.47457 1410
1.47457 0
1.47569 1410
1.47569 0
1.4757 1410
1.4757 0
1.47681 1410
1.47681 0
1.47683 1410
1.47683 0
1.47794 1410
1.47794 0
1.47796 1410
1.47796 0
1.47907 1410
1.47907 0
1.47909 1410
1.47909 0
1.4802 1410
1.4802 0
1.48022 1410
1.48022 0
1.48133 1410
1.48133 0
1.48134 1410
1.48134 0
1.65151 1410
1.65151 0
1.65152 1410
1.65152 0
1.65264 1410
1.65264 0
1.65265 1410
1.65265 0
1.65377 1410
1.65377 0
1.65378 1410
1.65378 0
1.6549 1410
1.6549 0
1.65491 1410
1.65491 0
1.65603 1410
1.65603 0
1.65604 1410
1.65604 0
1.65716 1410
1.65716 0
1.65717 1410
1.65717 0
1.65829 1410
1.65829 0
1.6583 1410
1.6583 0
1.65942 1410
1.65942 0
1.65943 1410
1.65943 0
1.66055 1410
1.66055 0
1.66056 1410
1.66056 0
1.66168 1410
1.66168 0
1.66169 1410
1.66169 0
1.66281 1410
1.66281 0
1.66282 1410
1.66282 0
1.66394 1410
1.66394 0
1.66395 1410
1.66395 0
1.66507 1410
1.66507 0
1.66508 1410
1.66508 0
1.6662 1410
1.6662 0
1.66621 1410
1.66621 0
1.66733 1410
1.66733 0
1.66734 1410
1.66734 0
1.66846 1410
1.66846 0
1.66847 1410
1.66847 0
1.66959 1410
1.66959 0
1.6696 1410
1.6696 0
1.67072 1410
1.67072 0
1.67073 1410
1.67073 0
1.67184 1410
1.67184 0
1.67186 1410
1.67186 0
1.67297 1410
1.67297 0
1.67299 1410
1.67299 0
1.6741 1410
1.6741 0
1.67412 1410
1.67412 0
1.67523 1410
1.67523 0
1.67524 1410
1.67524 0
1.67636 1410
1.67636 0
1.67637 1410
1.67637 0
1.67749 1410
1.67749 0
1.6775 1410
1.6775 0
1.67862 1410
1.67862 0
1.67863 1410
1.67863 0
1.67975 1410
1.67975 0
1.67976 1410
1.67976 0
