FI;1;1;10.0.1.1;10.10.1.2;21258
FI;1;2;10.10.1.2;10.0.1.1;420
FI;2;1;10.0.1.1;10.10.1.2;411828
FI;2;2;10.10.1.2;10.0.1.1;13316
FI;3;1;10.0.1.1;10.10.1.2;1659464
FI;3;2;10.10.1.2;10.0.1.1;79772
FI;4;1;10.0.1.1;10.10.1.2;2906280
FI;4;2;10.10.1.2;10.0.1.1;165988
FI;5;1;10.0.1.1;10.10.1.2;4151592
FI;5;2;10.10.1.2;10.0.1.1;252204
FI;6;1;10.0.1.1;10.10.1.2;5398408
FI;6;2;10.10.1.2;10.0.1.1;338420
FI;7;1;10.0.1.1;10.10.1.2;6645224
FI;7;2;10.10.1.2;10.0.1.1;424636
FI;8;1;10.0.1.1;10.10.1.2;7892040
FI;8;2;10.10.1.2;10.0.1.1;510852
FI;9;1;10.0.1.1;10.10.1.2;9138856
FI;9;2;10.10.1.2;10.0.1.1;597068
FI;10;1;10.0.1.1;10.10.1.2;10385672
FI;10;2;10.10.1.2;10.0.1.1;683180
FI;11;1;10.0.1.1;10.10.1.2;11632488
FI;11;2;10.10.1.2;10.0.1.1;769396
FI;12;1;10.0.1.1;10.10.1.2;12879304
FI;12;2;10.10.1.2;10.0.1.1;855612
FI;13;1;10.0.1.1;10.10.1.2;14126120
FI;13;2;10.10.1.2;10.0.1.1;941828
FI;14;1;10.0.1.1;10.10.1.2;15368424
FI;14;2;10.10.1.2;10.0.1.1;1027940
FI;14;3;10.0.2.1;10.10.2.2;4338
FI;14;4;10.10.2.2;10.0.2.1;108
FI;15;1;10.0.1.1;10.10.1.2;16576042
FI;15;2;10.10.1.2;10.0.1.1;1112804
FI;15;3;10.0.2.1;10.10.2.2;43818
FI;15;4;10.10.2.2;10.0.2.1;836
FI;16;1;10.0.1.1;10.10.1.2;17687498
FI;16;2;10.10.1.2;10.0.1.1;1188100
FI;16;3;10.0.2.1;10.10.2.2;179178
FI;16;4;10.10.2.2;10.0.2.1;6660
FI;17;1;10.0.1.1;10.10.1.2;18392968
FI;17;2;10.10.1.2;10.0.1.1;1236876
FI;17;3;10.0.2.1;10.10.2.2;720618
FI;17;4;10.10.2.2;10.0.2.1;26628
FI;18;1;10.0.1.1;10.10.1.2;19063752
FI;18;2;10.10.1.2;10.0.1.1;1292100
FI;18;3;10.0.2.1;10.10.2.2;1297000
FI;18;4;10.10.2.2;10.0.2.1;54708
FI;19;1;10.0.1.1;10.10.1.2;19626248
FI;19;2;10.10.1.2;10.0.1.1;1322156
FI;19;3;10.0.2.1;10.10.2.2;1981320
FI;19;4;10.10.2.2;10.0.2.1;110868
FI;20;1;10.0.1.1;10.10.1.2;20327112
FI;20;2;10.10.1.2;10.0.1.1;1379252
FI;20;3;10.0.2.1;10.10.2.2;2525768
FI;20;4;10.10.2.2;10.0.2.1;139988
FI;21;1;10.0.1.1;10.10.1.2;20855016
FI;21;2;10.10.1.2;10.0.1.1;1408580
FI;21;3;10.0.2.1;10.10.2.2;3244680
FI;21;4;10.10.2.2;10.0.2.1;196876
FI;22;1;10.0.1.1;10.10.1.2;21590472
FI;22;2;10.10.1.2;10.0.1.1;1464324
FI;22;3;10.0.2.1;10.10.2.2;3756040
FI;22;4;10.10.2.2;10.0.2.1;227348
FI;23;1;10.0.1.1;10.10.1.2;22085288
FI;23;2;10.10.1.2;10.0.1.1;1495940
FI;23;3;10.0.2.1;10.10.2.2;4508040
FI;23;4;10.10.2.2;10.0.2.1;281948
FI;24;1;10.0.1.1;10.10.1.2;22853832
FI;24;2;10.10.1.2;10.0.1.1;1549344
FI;24;3;10.0.2.1;10.10.2.2;4986312
FI;24;4;10.10.2.2;10.0.2.1;314708
FI;25;1;10.0.1.1;10.10.1.2;23315560
FI;25;2;10.10.1.2;10.0.1.1;1583300
FI;25;3;10.0.2.1;10.10.2.2;5771400
FI;25;4;10.10.2.2;10.0.2.1;366916
FI;26;1;10.0.1.1;10.10.1.2;24117192
FI;26;2;10.10.1.2;10.0.1.1;1634364
FI;26;3;10.0.2.1;10.10.2.2;6216584
FI;26;4;10.10.2.2;10.0.2.1;402068
FI;27;1;10.0.1.1;10.10.1.2;24545832
FI;27;2;10.10.1.2;10.0.1.1;1670660
FI;27;3;10.0.2.1;10.10.2.2;7034760
FI;27;4;10.10.2.2;10.0.2.1;451988
FI;27;5;10.0.3.1;10.10.3.2;56
FI;27;6;10.0.4.1;10.10.4.2;56
FI;27;7;10.0.5.1;10.10.5.2;56
FI;27;8;10.10.3.2;10.0.3.1;56
FI;27;9;10.10.4.2;10.0.4.1;56
FI;27;10;10.10.5.2;10.0.5.1;56
FI;28;1;10.0.1.1;10.10.1.2;25357992
FI;28;2;10.10.1.2;10.0.1.1;1719124
FI;28;3;10.0.2.1;10.10.2.2;7455880
FI;28;4;10.10.2.2;10.0.2.1;489428
FI;28;5;10.0.3.1;10.10.3.2;4338
FI;28;6;10.0.4.1;10.10.4.2;4338
FI;28;7;10.0.5.1;10.10.5.2;4338
FI;28;8;10.10.3.2;10.0.3.1;108
FI;28;9;10.10.4.2;10.0.4.1;108
FI;28;10;10.10.5.2;10.0.5.1;108
FI;29;1;10.0.1.1;10.10.1.2;25801672
FI;29;2;10.10.1.2;10.0.1.1;1758020
FI;29;3;10.0.2.1;10.10.2.2;8242472
FI;29;4;10.10.2.2;10.0.2.1;534980
FI;29;5;10.0.3.1;10.10.3.2;9978
FI;29;6;10.0.4.1;10.10.4.2;9978
FI;29;7;10.0.5.1;10.10.5.2;9978
FI;29;8;10.10.3.2;10.0.3.1;420
FI;29;9;10.10.4.2;10.0.4.1;420
FI;29;10;10.10.5.2;10.0.5.1;420
FI;30;1;10.0.1.1;10.10.1.2;26537128
FI;30;2;10.10.1.2;10.0.1.1;1800140
FI;30;3;10.0.2.1;10.10.2.2;8719240
FI;30;4;10.10.2.2;10.0.2.1;576788
FI;30;5;10.0.3.1;10.10.3.2;21258
FI;30;6;10.0.4.1;10.10.4.2;21258
FI;30;7;10.0.5.1;10.10.5.2;21258
FI;30;8;10.10.3.2;10.0.3.1;836
FI;30;9;10.10.4.2;10.0.4.1;836
FI;30;10;10.10.5.2;10.0.5.1;836
FI;31;1;10.0.1.1;10.10.1.2;27065032
FI;31;2;10.10.1.2;10.0.1.1;1843196
FI;31;3;10.0.2.1;10.10.2.2;9235112
FI;31;4;10.10.2.2;10.0.2.1;605908
FI;31;5;10.0.3.1;10.10.3.2;88938
FI;31;6;10.0.4.1;10.10.4.2;88938
FI;31;7;10.0.5.1;10.10.5.2;88938
FI;31;8;10.10.3.2;10.0.3.1;3332
FI;31;9;10.10.4.2;10.0.4.1;3332
FI;31;10;10.10.5.2;10.0.5.1;3332
FI;32;1;10.0.1.1;10.10.1.2;27486152
FI;32;2;10.10.1.2;10.0.1.1;1874500
FI;32;3;10.0.2.1;10.10.2.2;9790088
FI;32;4;10.10.2.2;10.0.2.1;642100
FI;32;5;10.0.3.1;10.10.3.2;179178
FI;32;6;10.0.4.1;10.10.4.2;179178
FI;32;7;10.0.5.1;10.10.5.2;179178
FI;32;8;10.10.3.2;10.0.3.1;6660
FI;32;9;10.10.4.2;10.0.4.1;6660
FI;32;10;10.10.5.2;10.0.5.1;6660
FI;33;1;10.0.1.1;10.10.1.2;27907272
FI;33;2;10.10.1.2;10.0.1.1;1901228
FI;33;3;10.0.2.1;10.10.2.2;10075848
FI;33;4;10.10.2.2;10.0.2.1;664148
FI;33;5;10.0.3.1;10.10.3.2;359658
FI;33;6;10.0.4.1;10.10.4.2;359658
FI;33;7;10.0.5.1;10.10.5.2;359658
FI;33;8;10.10.3.2;10.0.3.1;13316
FI;33;9;10.10.4.2;10.0.4.1;13316
FI;33;10;10.10.5.2;10.0.5.1;13316
FI;34;1;10.0.1.1;10.10.1.2;28238152
FI;34;2;10.10.1.2;10.0.1.1;1926500
FI;34;3;10.0.2.1;10.10.2.2;10403720
FI;34;4;10.10.2.2;10.0.2.1;693268
FI;34;5;10.0.3.1;10.10.3.2;720618
FI;34;6;10.0.4.1;10.10.4.2;586668
FI;34;7;10.0.5.1;10.10.5.2;359658
FI;34;8;10.10.3.2;10.0.3.1;26628
FI;34;9;10.10.4.2;10.0.4.1;17008
FI;34;10;10.10.5.2;10.0.5.1;13316
FI;35;1;10.0.1.1;10.10.1.2;28570442
FI;35;2;10.10.1.2;10.0.1.1;1940644
FI;35;3;10.0.2.1;10.10.2.2;10824840
FI;35;4;10.10.2.2;10.0.2.1;722388
FI;35;5;10.0.3.1;10.10.3.2;720618
FI;35;6;10.0.4.1;10.10.4.2;720618
FI;35;7;10.0.5.1;10.10.5.2;720618
FI;35;8;10.10.3.2;10.0.3.1;26628
FI;35;9;10.10.4.2;10.0.4.1;26628
FI;35;10;10.10.5.2;10.0.5.1;26628
FI;36;1;10.0.1.1;10.10.1.2;28659272
FI;36;2;10.10.1.2;10.0.1.1;1955620
FI;36;3;10.0.2.1;10.10.2.2;10824840
FI;36;4;10.10.2.2;10.0.2.1;722388
FI;36;5;10.0.3.1;10.10.3.2;1139080
FI;36;6;10.0.4.1;10.10.4.2;1262058
FI;36;7;10.0.5.1;10.10.5.2;919428
FI;36;8;10.10.3.2;10.0.3.1;52628
FI;36;9;10.10.4.2;10.0.4.1;46596
FI;36;10;10.10.5.2;10.0.5.1;29228
FI;37;1;10.0.1.1;10.10.1.2;28945032
FI;37;2;10.10.1.2;10.0.1.1;1966644
FI;37;3;10.0.2.1;10.10.2.2;11443130
FI;37;4;10.10.2.2;10.0.2.1;751768
FI;37;5;10.0.3.1;10.10.3.2;1139080
FI;37;6;10.0.4.1;10.10.4.2;1262058
FI;37;7;10.0.5.1;10.10.5.2;1262058
FI;37;8;10.10.3.2;10.0.3.1;52628
FI;37;9;10.10.4.2;10.0.4.1;46596
FI;37;10;10.10.5.2;10.0.5.1;46596
FI;38;1;10.0.1.1;10.10.1.2;29170632
FI;38;2;10.10.1.2;10.0.1.1;1986196
FI;38;3;10.0.2.1;10.10.2.2;11502350
FI;38;4;10.10.2.2;10.0.2.1;751820
FI;38;5;10.0.3.1;10.10.3.2;1560200
FI;38;6;10.0.4.1;10.10.4.2;1532778
FI;38;7;10.0.5.1;10.10.5.2;1532778
FI;38;8;10.10.3.2;10.0.3.1;81748
FI;38;9;10.10.4.2;10.0.4.1;56580
FI;38;10;10.10.5.2;10.0.5.1;56580
FI;39;1;10.0.1.1;10.10.1.2;29501512
FI;39;2;10.10.1.2;10.0.1.1;2013860
FI;39;3;10.0.2.1;10.10.2.2;11750510
FI;39;4;10.10.2.2;10.0.2.1;763104
FI;39;5;10.0.3.1;10.10.3.2;2178490
FI;39;6;10.0.4.1;10.10.4.2;1582128
FI;39;7;10.0.5.1;10.10.5.2;1534188
FI;39;8;10.10.3.2;10.0.3.1;108268
FI;39;9;10.10.4.2;10.0.4.1;56632
FI;39;10;10.10.5.2;10.0.5.1;56580
FI;40;1;10.0.1.1;10.10.1.2;30012872
FI;40;2;10.10.1.2;10.0.1.1;2042980
FI;40;3;10.0.2.1;10.10.2.2;11925350
FI;40;4;10.10.2.2;10.0.2.1;768824
FI;40;5;10.0.3.1;10.10.3.2;2384350
FI;40;6;10.0.4.1;10.10.4.2;1735818
FI;40;7;10.0.5.1;10.10.5.2;1735818
FI;40;8;10.10.3.2;10.0.3.1;118720
FI;40;9;10.10.4.2;10.0.4.1;64068
FI;40;10;10.10.5.2;10.0.5.1;63444
FI;40;11;10.0.6.1;10.10.6.2;56
FI;40;12;10.0.7.1;10.10.7.2;56
FI;40;13;10.0.8.1;10.10.8.2;56
FI;40;14;10.0.9.1;10.10.9.2;56
FI;40;15;10.0.10.1;10.10.10.2;56
FI;40;16;10.10.6.2;10.0.6.1;56
FI;40;17;10.10.7.2;10.0.7.1;56
FI;40;18;10.10.8.2;10.0.8.1;56
FI;40;19;10.10.9.2;10.0.9.1;56
FI;40;20;10.10.10.2;10.0.10.1;56
FI;41;1;10.0.1.1;10.10.1.2;30764872
FI;41;2;10.10.1.2;10.0.1.1;2101220
FI;41;3;10.0.2.1;10.10.2.2;12012770
FI;41;4;10.10.2.2;10.0.2.1;772776
FI;41;5;10.0.3.1;10.10.3.2;2735440
FI;41;6;10.0.4.1;10.10.4.2;1759788
FI;41;7;10.0.5.1;10.10.5.2;1759788
FI;41;8;10.10.3.2;10.0.3.1;127040
FI;41;9;10.10.4.2;10.0.4.1;64952
FI;41;10;10.10.5.2;10.0.5.1;64952
FI;41;11;10.0.6.1;10.10.6.2;2928
FI;41;12;10.0.7.1;10.10.7.2;1518
FI;41;13;10.0.8.1;10.10.8.2;1518
FI;41;14;10.0.9.1;10.10.9.2;1518
FI;41;15;10.0.10.1;10.10.10.2;1518
FI;41;16;10.10.6.2;10.0.6.1;108
FI;41;17;10.10.7.2;10.0.7.1;108
FI;41;18;10.10.8.2;10.0.8.1;108
FI;41;19;10.10.9.2;10.0.9.1;108
FI;41;20;10.10.10.2;10.0.10.1;108
FI;42;1;10.0.1.1;10.10.1.2;31531912
FI;42;2;10.10.1.2;10.0.1.1;2145420
FI;42;3;10.0.2.1;10.10.2.2;12073400
FI;42;4;10.10.2.2;10.0.2.1;775012
FI;42;5;10.0.3.1;10.10.3.2;3010390
FI;42;6;10.0.4.1;10.10.4.2;1811958
FI;42;7;10.0.5.1;10.10.5.2;1811958
FI;42;8;10.10.3.2;10.0.3.1;141808
FI;42;9;10.10.4.2;10.0.4.1;66876
FI;42;10;10.10.5.2;10.0.5.1;66876
FI;42;11;10.0.6.1;10.10.6.2;9978
FI;42;12;10.0.7.1;10.10.7.2;9978
FI;42;13;10.0.8.1;10.10.8.2;9978
FI;42;14;10.0.9.1;10.10.9.2;9978
FI;42;15;10.0.10.1;10.10.10.2;9978
